Comunidades Autónomas;Conceptos demográficos en el trimestre actual;Conceptos demográficos en el trimestre anterior;Periodo;Total
10 Comunitat Valenciana;Reactivaciones;Reactivaciones;2021T1;""
10 Comunitat Valenciana;Reactivaciones;Reactivaciones;2020T4;""
10 Comunitat Valenciana;Reactivaciones;Reactivaciones;2020T3;""
10 Comunitat Valenciana;Reactivaciones;Reactivaciones;2020T2;""
10 Comunitat Valenciana;Reactivaciones;Reactivaciones;2020T1;""
10 Comunitat Valenciana;Reactivaciones;Bajas;2022T4;968
10 Comunitat Valenciana;Reactivaciones;Bajas;2022T3;1.057
10 Comunitat Valenciana;Reactivaciones;Bajas;2022T2;747
10 Comunitat Valenciana;Reactivaciones;Bajas;2022T1;1.059
10 Comunitat Valenciana;Reactivaciones;Bajas;2021T4;883
10 Comunitat Valenciana;Reactivaciones;Bajas;2021T3;799
10 Comunitat Valenciana;Reactivaciones;Bajas;2021T2;648
10 Comunitat Valenciana;Reactivaciones;Bajas;2021T1;1.068
10 Comunitat Valenciana;Reactivaciones;Bajas;2020T4;725
10 Comunitat Valenciana;Reactivaciones;Bajas;2020T3;647
10 Comunitat Valenciana;Reactivaciones;Bajas;2020T2;3.018
10 Comunitat Valenciana;Reactivaciones;Bajas;2020T1;""
10 Comunitat Valenciana;Bajas;No detectadas;2022T4;""
10 Comunitat Valenciana;Bajas;No detectadas;2022T3;""
10 Comunitat Valenciana;Bajas;No detectadas;2022T2;""
10 Comunitat Valenciana;Bajas;No detectadas;2022T1;""
10 Comunitat Valenciana;Bajas;No detectadas;2021T4;""
10 Comunitat Valenciana;Bajas;No detectadas;2021T3;""
10 Comunitat Valenciana;Bajas;No detectadas;2021T2;""
10 Comunitat Valenciana;Bajas;No detectadas;2021T1;""
10 Comunitat Valenciana;Bajas;No detectadas;2020T4;""
10 Comunitat Valenciana;Bajas;No detectadas;2020T3;""
10 Comunitat Valenciana;Bajas;No detectadas;2020T2;""
10 Comunitat Valenciana;Bajas;No detectadas;2020T1;""
10 Comunitat Valenciana;Bajas;Altas;2022T4;1.083
10 Comunitat Valenciana;Bajas;Altas;2022T3;2.207
10 Comunitat Valenciana;Bajas;Altas;2022T2;1.213
10 Comunitat Valenciana;Bajas;Altas;2022T1;1.253
10 Comunitat Valenciana;Bajas;Altas;2021T4;1.300
10 Comunitat Valenciana;Bajas;Altas;2021T3;2.201
10 Comunitat Valenciana;Bajas;Altas;2021T2;1.171
10 Comunitat Valenciana;Bajas;Altas;2021T1;1.198
10 Comunitat Valenciana;Bajas;Altas;2020T4;1.524
10 Comunitat Valenciana;Bajas;Altas;2020T3;1.579
10 Comunitat Valenciana;Bajas;Altas;2020T2;849
10 Comunitat Valenciana;Bajas;Altas;2020T1;""
10 Comunitat Valenciana;Bajas;Permanencias;2022T4;13.340
10 Comunitat Valenciana;Bajas;Permanencias;2022T3;10.764
10 Comunitat Valenciana;Bajas;Permanencias;2022T2;11.480
10 Comunitat Valenciana;Bajas;Permanencias;2022T1;10.719
10 Comunitat Valenciana;Bajas;Permanencias;2021T4;11.815
10 Comunitat Valenciana;Bajas;Permanencias;2021T3;9.860
10 Comunitat Valenciana;Bajas;Permanencias;2021T2;9.989
10 Comunitat Valenciana;Bajas;Permanencias;2021T1;8.480
10 Comunitat Valenciana;Bajas;Permanencias;2020T4;11.781
10 Comunitat Valenciana;Bajas;Permanencias;2020T3;10.524
10 Comunitat Valenciana;Bajas;Permanencias;2020T2;6.911
10 Comunitat Valenciana;Bajas;Permanencias;2020T1;""
10 Comunitat Valenciana;Bajas;Reactivaciones;2022T4;170
10 Comunitat Valenciana;Bajas;Reactivaciones;2022T3;177
10 Comunitat Valenciana;Bajas;Reactivaciones;2022T2;162
10 Comunitat Valenciana;Bajas;Reactivaciones;2022T1;148
10 Comunitat Valenciana;Bajas;Reactivaciones;2021T4;150
10 Comunitat Valenciana;Bajas;Reactivaciones;2021T3;131
10 Comunitat Valenciana;Bajas;Reactivaciones;2021T2;127
10 Comunitat Valenciana;Bajas;Reactivaciones;2021T1;95
10 Comunitat Valenciana;Bajas;Reactivaciones;2020T4;89
10 Comunitat Valenciana;Bajas;Reactivaciones;2020T3;328
10 Comunitat Valenciana;Bajas;Reactivaciones;2020T2;""
10 Comunitat Valenciana;Bajas;Reactivaciones;2020T1;""
10 Comunitat Valenciana;Bajas;Bajas;2022T4;""
10 Comunitat Valenciana;Bajas;Bajas;2022T3;""
10 Comunitat Valenciana;Bajas;Bajas;2022T2;""
10 Comunitat Valenciana;Bajas;Bajas;2022T1;""
10 Comunitat Valenciana;Bajas;Bajas;2021T4;""
10 Comunitat Valenciana;Bajas;Bajas;2021T3;""
10 Comunitat Valenciana;Bajas;Bajas;2021T2;""
10 Comunitat Valenciana;Bajas;Bajas;2021T1;""
10 Comunitat Valenciana;Bajas;Bajas;2020T4;""
10 Comunitat Valenciana;Bajas;Bajas;2020T3;""
10 Comunitat Valenciana;Bajas;Bajas;2020T2;""
10 Comunitat Valenciana;Bajas;Bajas;2020T1;""
10 Comunitat Valenciana;No detectadas;No detectadas;2022T4;""
10 Comunitat Valenciana;No detectadas;No detectadas;2022T3;""
10 Comunitat Valenciana;No detectadas;No detectadas;2022T2;""
10 Comunitat Valenciana;No detectadas;No detectadas;2022T1;""
10 Comunitat Valenciana;No detectadas;No detectadas;2021T4;""
10 Comunitat Valenciana;No detectadas;No detectadas;2021T3;""
10 Comunitat Valenciana;No detectadas;No detectadas;2021T2;""
10 Comunitat Valenciana;No detectadas;No detectadas;2021T1;""
10 Comunitat Valenciana;No detectadas;No detectadas;2020T4;""
10 Comunitat Valenciana;No detectadas;No detectadas;2020T3;""
10 Comunitat Valenciana;No detectadas;No detectadas;2020T2;""
10 Comunitat Valenciana;No detectadas;No detectadas;2020T1;""
10 Comunitat Valenciana;No detectadas;Altas;2022T4;""
10 Comunitat Valenciana;No detectadas;Altas;2022T3;""
10 Comunitat Valenciana;No detectadas;Altas;2022T2;""
10 Comunitat Valenciana;No detectadas;Altas;2022T1;""
10 Comunitat Valenciana;No detectadas;Altas;2021T4;""
10 Comunitat Valenciana;No detectadas;Altas;2021T3;""
10 Comunitat Valenciana;No detectadas;Altas;2021T2;""
10 Comunitat Valenciana;No detectadas;Altas;2021T1;""
10 Comunitat Valenciana;No detectadas;Altas;2020T4;""
10 Comunitat Valenciana;No detectadas;Altas;2020T3;""
10 Comunitat Valenciana;No detectadas;Altas;2020T2;""
10 Comunitat Valenciana;No detectadas;Altas;2020T1;""
10 Comunitat Valenciana;No detectadas;Permanencias;2022T4;""
10 Comunitat Valenciana;No detectadas;Permanencias;2022T3;""
10 Comunitat Valenciana;No detectadas;Permanencias;2022T2;""
10 Comunitat Valenciana;No detectadas;Permanencias;2022T1;""
10 Comunitat Valenciana;No detectadas;Permanencias;2021T4;""
10 Comunitat Valenciana;No detectadas;Permanencias;2021T3;""
10 Comunitat Valenciana;No detectadas;Permanencias;2021T2;""
10 Comunitat Valenciana;No detectadas;Permanencias;2021T1;""
10 Comunitat Valenciana;No detectadas;Permanencias;2020T4;""
10 Comunitat Valenciana;No detectadas;Permanencias;2020T3;""
10 Comunitat Valenciana;No detectadas;Permanencias;2020T2;""
10 Comunitat Valenciana;No detectadas;Permanencias;2020T1;""
10 Comunitat Valenciana;No detectadas;Reactivaciones;2022T4;""
10 Comunitat Valenciana;No detectadas;Reactivaciones;2022T3;""
10 Comunitat Valenciana;No detectadas;Reactivaciones;2022T2;""
10 Comunitat Valenciana;No detectadas;Reactivaciones;2022T1;""
10 Comunitat Valenciana;No detectadas;Reactivaciones;2021T4;""
10 Comunitat Valenciana;No detectadas;Reactivaciones;2021T3;""
10 Comunitat Valenciana;No detectadas;Reactivaciones;2021T2;""
10 Comunitat Valenciana;No detectadas;Reactivaciones;2021T1;""
10 Comunitat Valenciana;No detectadas;Reactivaciones;2020T4;""
10 Comunitat Valenciana;No detectadas;Reactivaciones;2020T3;""
10 Comunitat Valenciana;No detectadas;Reactivaciones;2020T2;""
10 Comunitat Valenciana;No detectadas;Reactivaciones;2020T1;""
10 Comunitat Valenciana;No detectadas;Bajas;2022T4;12.180
10 Comunitat Valenciana;No detectadas;Bajas;2022T3;11.798
10 Comunitat Valenciana;No detectadas;Bajas;2022T2;11.373
10 Comunitat Valenciana;No detectadas;Bajas;2022T1;12.206
10 Comunitat Valenciana;No detectadas;Bajas;2021T4;11.309
10 Comunitat Valenciana;No detectadas;Bajas;2021T3;10.488
10 Comunitat Valenciana;No detectadas;Bajas;2021T2;9.125
10 Comunitat Valenciana;No detectadas;Bajas;2021T1;12.326
10 Comunitat Valenciana;No detectadas;Bajas;2020T4;11.706
10 Comunitat Valenciana;No detectadas;Bajas;2020T3;7.113
10 Comunitat Valenciana;No detectadas;Bajas;2020T2;19.700
10 Comunitat Valenciana;No detectadas;Bajas;2020T1;""
11 Extremadura;Total;No detectadas;2022T4;1.601
11 Extremadura;Total;No detectadas;2022T3;1.248
11 Extremadura;Total;No detectadas;2022T2;1.401
11 Extremadura;Total;No detectadas;2022T1;2.686
11 Extremadura;Total;No detectadas;2021T4;1.925
11 Extremadura;Total;No detectadas;2021T3;1.686
11 Extremadura;Total;No detectadas;2021T2;2.118
11 Extremadura;Total;No detectadas;2021T1;1.483
11 Extremadura;Total;No detectadas;2020T4;1.432
11 Extremadura;Total;No detectadas;2020T3;1.576
11 Extremadura;Total;No detectadas;2020T2;1.010
11 Extremadura;Total;No detectadas;2020T1;2.661
11 Extremadura;Total;Altas;2022T4;1.248
11 Extremadura;Total;Altas;2022T3;1.401
11 Extremadura;Total;Altas;2022T2;2.686
11 Extremadura;Total;Altas;2022T1;1.925
11 Extremadura;Total;Altas;2021T4;1.686
11 Extremadura;Total;Altas;2021T3;2.118
11 Extremadura;Total;Altas;2021T2;1.483
11 Extremadura;Total;Altas;2021T1;1.432
11 Extremadura;Total;Altas;2020T4;1.576
11 Extremadura;Total;Altas;2020T3;1.010
11 Extremadura;Total;Altas;2020T2;2.661
11 Extremadura;Total;Altas;2020T1;""
11 Extremadura;Total;Permanencias;2022T4;62.495
11 Extremadura;Total;Permanencias;2022T3;62.992
11 Extremadura;Total;Permanencias;2022T2;62.146
11 Extremadura;Total;Permanencias;2022T1;62.153
11 Extremadura;Total;Permanencias;2021T4;62.284
11 Extremadura;Total;Permanencias;2021T3;61.747
11 Extremadura;Total;Permanencias;2021T2;61.803
11 Extremadura;Total;Permanencias;2021T1;61.733
11 Extremadura;Total;Permanencias;2020T4;61.966
11 Extremadura;Total;Permanencias;2020T3;62.215
11 Extremadura;Total;Permanencias;2020T2;60.682
11 Extremadura;Total;Permanencias;2020T1;""
11 Extremadura;Total;Reactivaciones;2022T4;174
11 Extremadura;Total;Reactivaciones;2022T3;127
11 Extremadura;Total;Reactivaciones;2022T2;164
11 Extremadura;Total;Reactivaciones;2022T1;129
11 Extremadura;Total;Reactivaciones;2021T4;114
11 Extremadura;Total;Reactivaciones;2021T3;93
11 Extremadura;Total;Reactivaciones;2021T2;167
11 Extremadura;Total;Reactivaciones;2021T1;88
11 Extremadura;Total;Reactivaciones;2020T4;145
11 Extremadura;Total;Reactivaciones;2020T3;583
11 Extremadura;Total;Reactivaciones;2020T2;""
11 Extremadura;Total;Reactivaciones;2020T1;""
11 Extremadura;Total;Bajas;2022T4;2.025
11 Extremadura;Total;Bajas;2022T3;2.004
11 Extremadura;Total;Bajas;2022T2;2.061
11 Extremadura;Total;Bajas;2022T1;1.931
11 Extremadura;Total;Bajas;2021T4;1.674
11 Extremadura;Total;Bajas;2021T3;1.706
11 Extremadura;Total;Bajas;2021T2;1.450
11 Extremadura;Total;Bajas;2021T1;1.954
11 Extremadura;Total;Bajas;2020T4;1.842
11 Extremadura;Total;Bajas;2020T3;1.128
11 Extremadura;Total;Bajas;2020T2;3.785
11 Extremadura;Total;Bajas;2020T1;""
11 Extremadura;Altas;No detectadas;2022T4;1.601
11 Extremadura;Altas;No detectadas;2022T3;1.248
11 Extremadura;Altas;No detectadas;2022T2;1.401
11 Extremadura;Altas;No detectadas;2022T1;2.686
11 Extremadura;Altas;No detectadas;2021T4;1.925
11 Extremadura;Altas;No detectadas;2021T3;1.686
11 Extremadura;Altas;No detectadas;2021T2;2.118
11 Extremadura;Altas;No detectadas;2021T1;1.483
11 Extremadura;Altas;No detectadas;2020T4;1.432
11 Extremadura;Altas;No detectadas;2020T3;1.576
11 Extremadura;Altas;No detectadas;2020T2;1.010
11 Extremadura;Altas;No detectadas;2020T1;2.661
11 Extremadura;Altas;Altas;2022T4;""
11 Extremadura;Altas;Altas;2022T3;""
11 Extremadura;Altas;Altas;2022T2;""
11 Extremadura;Altas;Altas;2022T1;""
11 Extremadura;Altas;Altas;2021T4;""
11 Extremadura;Altas;Altas;2021T3;""
11 Extremadura;Altas;Altas;2021T2;""
11 Extremadura;Altas;Altas;2021T1;""
11 Extremadura;Altas;Altas;2020T4;""
11 Extremadura;Altas;Altas;2020T3;""
11 Extremadura;Altas;Altas;2020T2;""
11 Extremadura;Altas;Altas;2020T1;""
11 Extremadura;Altas;Permanencias;2022T4;""
11 Extremadura;Altas;Permanencias;2022T3;""
11 Extremadura;Altas;Permanencias;2022T2;""
11 Extremadura;Altas;Permanencias;2022T1;""
11 Extremadura;Altas;Permanencias;2021T4;""
11 Extremadura;Altas;Permanencias;2021T3;""
11 Extremadura;Altas;Permanencias;2021T2;""
11 Extremadura;Altas;Permanencias;2021T1;""
11 Extremadura;Altas;Permanencias;2020T4;""
11 Extremadura;Altas;Permanencias;2020T3;""
11 Extremadura;Altas;Permanencias;2020T2;""
11 Extremadura;Altas;Permanencias;2020T1;""
11 Extremadura;Altas;Reactivaciones;2022T4;""
11 Extremadura;Altas;Reactivaciones;2022T3;""
11 Extremadura;Altas;Reactivaciones;2022T2;""
11 Extremadura;Altas;Reactivaciones;2022T1;""
11 Extremadura;Altas;Reactivaciones;2021T4;""
11 Extremadura;Altas;Reactivaciones;2021T3;""
11 Extremadura;Altas;Reactivaciones;2021T2;""
11 Extremadura;Altas;Reactivaciones;2021T1;""
11 Extremadura;Altas;Reactivaciones;2020T4;""
11 Extremadura;Altas;Reactivaciones;2020T3;""
11 Extremadura;Altas;Reactivaciones;2020T2;""
11 Extremadura;Altas;Reactivaciones;2020T1;""
11 Extremadura;Altas;Bajas;2022T4;""
11 Extremadura;Altas;Bajas;2022T3;""
11 Extremadura;Altas;Bajas;2022T2;""
11 Extremadura;Altas;Bajas;2022T1;""
11 Extremadura;Altas;Bajas;2021T4;""
11 Extremadura;Altas;Bajas;2021T3;""
11 Extremadura;Altas;Bajas;2021T2;""
11 Extremadura;Altas;Bajas;2021T1;""
11 Extremadura;Altas;Bajas;2020T4;""
11 Extremadura;Altas;Bajas;2020T3;""
11 Extremadura;Altas;Bajas;2020T2;""
11 Extremadura;Altas;Bajas;2020T1;""
11 Extremadura;Permanencias;No detectadas;2022T4;""
11 Extremadura;Permanencias;No detectadas;2022T3;""
11 Extremadura;Permanencias;No detectadas;2022T2;""
11 Extremadura;Permanencias;No detectadas;2022T1;""
11 Extremadura;Permanencias;No detectadas;2021T4;""
11 Extremadura;Permanencias;No detectadas;2021T3;""
11 Extremadura;Permanencias;No detectadas;2021T2;""
11 Extremadura;Permanencias;No detectadas;2021T1;""
11 Extremadura;Permanencias;No detectadas;2020T4;""
11 Extremadura;Permanencias;No detectadas;2020T3;""
11 Extremadura;Permanencias;No detectadas;2020T2;""
11 Extremadura;Permanencias;No detectadas;2020T1;""
11 Extremadura;Permanencias;Altas;2022T4;1.108
11 Extremadura;Permanencias;Altas;2022T3;1.095
11 Extremadura;Permanencias;Altas;2022T2;2.546
11 Extremadura;Permanencias;Altas;2022T1;1.790
11 Extremadura;Permanencias;Altas;2021T4;1.513
11 Extremadura;Permanencias;Altas;2021T3;1.860
11 Extremadura;Permanencias;Altas;2021T2;1.340
11 Extremadura;Permanencias;Altas;2021T1;1.308
11 Extremadura;Permanencias;Altas;2020T4;1.369
11 Extremadura;Permanencias;Altas;2020T3;775
11 Extremadura;Permanencias;Altas;2020T2;2.580
11 Extremadura;Permanencias;Altas;2020T1;""
11 Extremadura;Permanencias;Permanencias;2022T4;60.545
11 Extremadura;Permanencias;Permanencias;2022T3;61.299
11 Extremadura;Permanencias;Permanencias;2022T2;60.306
11 Extremadura;Permanencias;Permanencias;2022T1;60.252
11 Extremadura;Permanencias;Permanencias;2021T4;60.545
11 Extremadura;Permanencias;Permanencias;2021T3;60.345
11 Extremadura;Permanencias;Permanencias;2021T2;60.274
11 Extremadura;Permanencias;Permanencias;2021T1;60.425
11 Extremadura;Permanencias;Permanencias;2020T4;60.234
11 Extremadura;Permanencias;Permanencias;2020T3;60.655
11 Extremadura;Permanencias;Permanencias;2020T2;59.635
11 Extremadura;Permanencias;Permanencias;2020T1;""
11 Extremadura;Permanencias;Reactivaciones;2022T4;151
11 Extremadura;Permanencias;Reactivaciones;2022T3;101
11 Extremadura;Permanencias;Reactivaciones;2022T2;140
11 Extremadura;Permanencias;Reactivaciones;2022T1;104
11 Extremadura;Permanencias;Reactivaciones;2021T4;95
11 Extremadura;Permanencias;Reactivaciones;2021T3;79
11 Extremadura;Permanencias;Reactivaciones;2021T2;133
11 Extremadura;Permanencias;Reactivaciones;2021T1;70
11 Extremadura;Permanencias;Reactivaciones;2020T4;130
11 Extremadura;Permanencias;Reactivaciones;2020T3;536
11 Extremadura;Permanencias;Reactivaciones;2020T2;""
11 Extremadura;Permanencias;Reactivaciones;2020T1;""
11 Extremadura;Permanencias;Bajas;2022T4;""
11 Extremadura;Permanencias;Bajas;2022T3;""
11 Extremadura;Permanencias;Bajas;2022T2;""
11 Extremadura;Permanencias;Bajas;2022T1;""
11 Extremadura;Permanencias;Bajas;2021T4;""
11 Extremadura;Permanencias;Bajas;2021T3;""
11 Extremadura;Permanencias;Bajas;2021T2;""
11 Extremadura;Permanencias;Bajas;2021T1;""
11 Extremadura;Permanencias;Bajas;2020T4;""
11 Extremadura;Permanencias;Bajas;2020T3;""
11 Extremadura;Permanencias;Bajas;2020T2;""
11 Extremadura;Permanencias;Bajas;2020T1;""
11 Extremadura;Reactivaciones;No detectadas;2022T4;""
11 Extremadura;Reactivaciones;No detectadas;2022T3;""
11 Extremadura;Reactivaciones;No detectadas;2022T2;""
11 Extremadura;Reactivaciones;No detectadas;2022T1;""
11 Extremadura;Reactivaciones;No detectadas;2021T4;""
11 Extremadura;Reactivaciones;No detectadas;2021T3;""
11 Extremadura;Reactivaciones;No detectadas;2021T2;""
11 Extremadura;Reactivaciones;No detectadas;2021T1;""
11 Extremadura;Reactivaciones;No detectadas;2020T4;""
11 Extremadura;Reactivaciones;No detectadas;2020T3;""
11 Extremadura;Reactivaciones;No detectadas;2020T2;""
11 Extremadura;Reactivaciones;No detectadas;2020T1;""
11 Extremadura;Reactivaciones;Altas;2022T4;""
11 Extremadura;Reactivaciones;Altas;2022T3;""
11 Extremadura;Reactivaciones;Altas;2022T2;""
11 Extremadura;Reactivaciones;Altas;2022T1;""
11 Extremadura;Reactivaciones;Altas;2021T4;""
11 Extremadura;Reactivaciones;Altas;2021T3;""
11 Extremadura;Reactivaciones;Altas;2021T2;""
11 Extremadura;Reactivaciones;Altas;2021T1;""
11 Extremadura;Reactivaciones;Altas;2020T4;""
11 Extremadura;Reactivaciones;Altas;2020T3;""
11 Extremadura;Reactivaciones;Altas;2020T2;""
11 Extremadura;Reactivaciones;Altas;2020T1;""
11 Extremadura;Reactivaciones;Permanencias;2022T4;""
11 Extremadura;Reactivaciones;Permanencias;2022T3;""
11 Extremadura;Reactivaciones;Permanencias;2022T2;""
11 Extremadura;Reactivaciones;Permanencias;2022T1;""
11 Extremadura;Reactivaciones;Permanencias;2021T4;""
11 Extremadura;Reactivaciones;Permanencias;2021T3;""
11 Extremadura;Reactivaciones;Permanencias;2021T2;""
11 Extremadura;Reactivaciones;Permanencias;2021T1;""
11 Extremadura;Reactivaciones;Permanencias;2020T4;""
11 Extremadura;Reactivaciones;Permanencias;2020T3;""
11 Extremadura;Reactivaciones;Permanencias;2020T2;""
11 Extremadura;Reactivaciones;Permanencias;2020T1;""
11 Extremadura;Reactivaciones;Reactivaciones;2022T4;""
11 Extremadura;Reactivaciones;Reactivaciones;2022T3;""
11 Extremadura;Reactivaciones;Reactivaciones;2022T2;""
11 Extremadura;Reactivaciones;Reactivaciones;2022T1;""
11 Extremadura;Reactivaciones;Reactivaciones;2021T4;""
11 Extremadura;Reactivaciones;Reactivaciones;2021T3;""
11 Extremadura;Reactivaciones;Reactivaciones;2021T2;""
11 Extremadura;Reactivaciones;Reactivaciones;2021T1;""
11 Extremadura;Reactivaciones;Reactivaciones;2020T4;""
11 Extremadura;Reactivaciones;Reactivaciones;2020T3;""
11 Extremadura;Reactivaciones;Reactivaciones;2020T2;""
11 Extremadura;Reactivaciones;Reactivaciones;2020T1;""
11 Extremadura;Reactivaciones;Bajas;2022T4;144
11 Extremadura;Reactivaciones;Bajas;2022T3;174
11 Extremadura;Reactivaciones;Bajas;2022T2;127
11 Extremadura;Reactivaciones;Bajas;2022T1;164
11 Extremadura;Reactivaciones;Bajas;2021T4;129
11 Extremadura;Reactivaciones;Bajas;2021T3;114
11 Extremadura;Reactivaciones;Bajas;2021T2;93
11 Extremadura;Reactivaciones;Bajas;2021T1;167
11 Extremadura;Reactivaciones;Bajas;2020T4;88
11 Extremadura;Reactivaciones;Bajas;2020T3;145
11 Extremadura;Reactivaciones;Bajas;2020T2;583
11 Extremadura;Reactivaciones;Bajas;2020T1;""
11 Extremadura;Bajas;No detectadas;2022T4;""
11 Extremadura;Bajas;No detectadas;2022T3;""
11 Extremadura;Bajas;No detectadas;2022T2;""
11 Extremadura;Bajas;No detectadas;2022T1;""
11 Extremadura;Bajas;No detectadas;2021T4;""
11 Extremadura;Bajas;No detectadas;2021T3;""
11 Extremadura;Bajas;No detectadas;2021T2;""
11 Extremadura;Bajas;No detectadas;2021T1;""
11 Extremadura;Bajas;No detectadas;2020T4;""
11 Extremadura;Bajas;No detectadas;2020T3;""
11 Extremadura;Bajas;No detectadas;2020T2;""
11 Extremadura;Bajas;No detectadas;2020T1;""
11 Extremadura;Bajas;Altas;2022T4;140
11 Extremadura;Bajas;Altas;2022T3;306
11 Extremadura;Bajas;Altas;2022T2;140
11 Extremadura;Bajas;Altas;2022T1;135
11 Extremadura;Bajas;Altas;2021T4;173
11 Extremadura;Bajas;Altas;2021T3;258
11 Extremadura;Bajas;Altas;2021T2;143
11 Extremadura;Bajas;Altas;2021T1;124
11 Extremadura;Bajas;Altas;2020T4;207
11 Extremadura;Bajas;Altas;2020T3;235
11 Extremadura;Bajas;Altas;2020T2;81
11 Extremadura;Bajas;Altas;2020T1;""
11 Extremadura;Bajas;Permanencias;2022T4;1.950
11 Extremadura;Bajas;Permanencias;2022T3;1.693
11 Extremadura;Bajas;Permanencias;2022T2;1.840
11 Extremadura;Bajas;Permanencias;2022T1;1.901
11 Extremadura;Bajas;Permanencias;2021T4;1.739
11 Extremadura;Bajas;Permanencias;2021T3;1.402
11 Extremadura;Bajas;Permanencias;2021T2;1.529
11 Extremadura;Bajas;Permanencias;2021T1;1.308
11 Extremadura;Bajas;Permanencias;2020T4;1.732
11 Extremadura;Bajas;Permanencias;2020T3;1.560
11 Extremadura;Bajas;Permanencias;2020T2;1.047
11 Extremadura;Bajas;Permanencias;2020T1;""
11 Extremadura;Bajas;Reactivaciones;2022T4;23
11 Extremadura;Bajas;Reactivaciones;2022T3;26
11 Extremadura;Bajas;Reactivaciones;2022T2;24
11 Extremadura;Bajas;Reactivaciones;2022T1;25
11 Extremadura;Bajas;Reactivaciones;2021T4;19
11 Extremadura;Bajas;Reactivaciones;2021T3;14
11 Extremadura;Bajas;Reactivaciones;2021T2;34
11 Extremadura;Bajas;Reactivaciones;2021T1;18
